,FIPS,State,County,Mean_Rank,Worst_Best,Rank,Lat,Long,Ticks_With_Lyme,Cases2019,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African American(Count),African American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
375,45061,South Carolina,Lee,42.5,Worst,10,34.1633,-80.2545,0,0,17350,20.59,18.32,$33756.00,11012,63.47,66,0.38,71,0.41,4,0.02,429,2.47,5620,32.39,49.16,13829.0,71.95,71.8,429.0
376,46083,South Dakota,Lincoln,9.75,Best,1,43.2789,-96.7218,0,2,56664,28.25,12.4,$89458.00,819,1.45,406,0.72,765,1.35,31,0.05,1158,2.04,52715,93.03,50.33,13119.0,29.27,83.98,318.0
377,46051,South Dakota,Grant,11.375,Best,2,45.1719,-96.7677,0,1,7061,22.63,20.96,$58575.00,49,0.69,85,1.2,28,0.4,5,0.07,280,3.97,6561,92.92,48.21,4073.0,55.37,80.11,77.0
378,46011,South Dakota,Brookings,14.125,Best,3,44.3697,-96.7905,0,0,34255,20.47,11.68,$56947.00,501,1.46,397,1.16,884,2.58,28,0.08,948,2.77,31115,90.83,48.53,9483.0,29.67,81.96,208.0
379,46127,South Dakota,Union,15.375,Best,4,42.8326,-96.656,0,0,15029,24.01,18.06,$82100.00,149,0.99,133,0.88,193,1.28,10,0.07,453,3.01,13898,92.47,49.32,8840.0,61.39,81.42,163.0
380,46117,South Dakota,Stanley,15.625,Best,5,44.4123,-100.7359,0,0,3011,24.38,20.16,$66343.00,21,0.7,212,7.04,10,0.33,0,0.0,76,2.52,2626,87.21,48.89,1261.0,42.52,85.79,45.0
381,46121,South Dakota,Todd,57.0,Worst,6,43.1934,-100.7185,0,0,10065,41.24,7.22,$29046.00,45,0.45,8855,87.98,20,0.2,0,0.0,437,4.34,821,8.16,51.13,9612.0,100.0,67.61,213.0
382,46031,South Dakota,Corson,56.875,Worst,7,45.7086,-101.1969,0,0,4203,36.45,10.83,$30446.00,17,0.4,2738,65.14,21,0.5,2,0.05,195,4.64,1230,29.26,49.46,4050.0,100.0,66.5,105.0
383,46041,South Dakota,Dewey,53.375,Worst,9,45.1566,-100.8718,0,0,5835,36.92,9.58,$37621.00,20,0.34,4320,74.04,14,0.24,1,0.02,267,4.58,1173,20.1,50.71,3397.0,64.08,67.62,118.0
384,46017,South Dakota,Buffalo,56.25,Worst,10,44.0763,-99.2048,0,0,1999,38.37,7.25,$22679.00,15,0.75,1626,81.34,1,0.05,0,0.0,88,4.4,304,15.21,49.82,1912.0,100.0,62.59,55.0
385,47187,Tennessee,Williamson,6.25,Best,1,35.8938,-86.8986,0,1,226257,27.46,12.84,$111427.00,9783,4.32,601,0.27,10012,4.43,132,0.06,10857,4.8,191775,84.76,51.05,35512.0,19.39,82.08,1475.0
386,47127,Tennessee,Moore,11.625,Best,2,35.2846,-86.3587,0,0,6384,19.31,21.18,$55448.00,157,2.46,21,0.33,51,0.8,1,0.02,130,2.04,5943,93.09,50.09,6354.0,99.87,78.97,102.0
387,47165,Tennessee,Sumner,13.375,Best,3,36.4694,-86.4604,0,1,183545,23.81,15.41,$65174.00,13623,7.42,706,0.38,2599,1.42,191,0.1,9034,4.92,154733,84.3,51.1,44792.0,27.88,77.99,2320.0
388,47189,Tennessee,Wilson,14.375,Best,4,36.1549,-86.2978,0,1,136442,23.93,15.36,$70674.00,9388,6.88,685,0.5,2225,1.63,126,0.09,5757,4.22,116243,85.2,50.88,43850.0,38.47,78.38,1664.0
389,47009,Tennessee,Blount,18.125,Best,5,35.6872,-83.9255,0,1,129929,20.43,19.69,$51391.00,3800,2.92,545,0.42,1171,0.9,75,0.06,4285,3.3,118326,91.07,51.47,40140.0,32.63,77.57,1925.0
390,47027,Tennessee,Clay,79.625,Worst,6,36.5511,-85.5439,0,0,7703,20.14,24.08,$34035.00,123,1.6,27,0.35,7,0.09,8,0.1,179,2.32,7280,94.51,50.6,7861.0,100.0,72.05,199.0
391,47087,Tennessee,Jackson,80.875,Worst,7,36.3592,-85.6732,0,0,11677,18.16,22.09,$36815.00,56,0.48,77,0.66,17,0.15,4,0.03,248,2.12,11138,95.38,50.23,11638.0,100.0,74.56,261.0
392,47095,Tennessee,Lake,82.75,Worst,8,36.3352,-89.4935,0,0,7468,14.66,15.64,$31144.00,2139,28.64,35,0.47,14,0.19,2,0.03,171,2.29,4975,66.62,36.09,7832.0,100.0,71.9,172.0
393,47061,Tennessee,Grundy,86.0,Worst,9,35.3884,-85.7226,0,0,13361,21.86,20.82,$34454.00,77,0.58,88,0.66,50,0.37,1,0.01,177,1.32,12816,95.92,50.53,13703.0,100.0,71.57,332.0
394,47097,Tennessee,Lauderdale,87.375,Worst,10,35.761,-89.6315,0,0,25274,23.81,15.74,$38718.00,8377,33.14,186,0.74,199,0.79,3,0.01,622,2.46,15579,61.64,50.43,16317.0,58.66,73.15,513.0
395,48065,Texas,Carson,17.625,Best,1,35.4035,-101.3542,0,0,6032,24.32,18.77,$60668.00,48,0.8,97,1.61,27,0.45,3,0.05,617,10.23,5157,85.49,49.87,5885.0,95.2,78.15,82.0
396,48205,Texas,Hartley,18.625,Best,2,35.84,-102.6029,0,0,5691,21.0,14.69,$69000.00,372,6.54,40,0.7,37,0.65,1,0.02,1526,26.81,3681,64.68,39.89,3471.0,57.26,81.05,46.0
397,48085,Texas,Collin,21.375,Best,3,33.1879,-96.5724,0,0,969603,26.28,10.74,$95394.00,94323,9.73,6820,0.7,145881,15.05,905,0.09,148440,15.31,555608,57.3,50.81,41016.0,5.24,82.71,6068.0
398,48121,Texas,Denton,23.5,Best,4,33.2052,-97.117,0,0,836210,25.12,9.84,$86462.00,81629,9.76,7110,0.85,75407,9.02,891,0.11,162605,19.45,495631,59.27,50.8,45759.0,6.91,81.73,5516.0
399,48259,Texas,Kendall,25.5,Best,5,29.9447,-98.7116,0,0,44026,23.42,18.75,$89637.00,465,1.06,320,0.73,567,1.29,41,0.09,10631,24.15,31686,71.97,51.03,19431.0,58.16,80.88,385.0
400,48419,Texas,Shelby,205.5,Worst,6,31.7924,-94.145,0,0,25513,26.5,17.2,$39745.00,4509,17.67,255,1.0,334,1.31,19,0.07,4728,18.53,15598,61.14,50.19,20214.0,79.43,74.47,448.0
401,48291,Texas,Liberty,208.25,Worst,7,30.1516,-94.8122,0,0,83658,25.96,12.81,$50420.00,8093,9.67,916,1.09,541,0.65,73,0.09,20732,24.78,52989,63.34,50.46,47827.0,63.23,74.09,1423.0
402,48407,Texas,San Jacinto,209.625,Worst,8,30.5795,-95.1669,0,0,28270,21.7,21.43,$44707.00,2641,9.34,286,1.01,153,0.54,16,0.06,3691,13.06,21137,74.77,50.05,26384.0,100.0,75.84,542.0
403,48405,Texas,San Augustine,218.625,Worst,9,31.3942,-94.1682,0,0,8253,19.76,25.41,$39133.00,1799,21.8,63,0.76,33,0.4,0,0.0,585,7.09,5703,69.1,50.66,8865.0,100.0,73.12,191.0
404,48047,Texas,Brooks,220.125,Worst,10,27.0316,-98.2187,0,0,7235,28.6,17.57,$28106.00,35,0.48,47,0.65,181,2.5,3,0.04,6497,89.8,509,7.04,49.14,2294.0,31.76,76.7,103.0
405,49043,Utah,Summit,3.875,Best,1,40.8682,-110.9557,0,1,41106,24.9,11.9,$100879.00,322,0.78,224,0.54,683,1.66,68,0.17,4595,11.18,34869,84.83,48.73,14239.0,39.2,83.58,236.0
406,49029,Utah,Morgan,4.5,Best,2,41.0893,-111.5732,0,0,11873,35.48,11.4,$96201.00,43,0.36,43,0.36,68,0.57,13,0.11,317,2.67,11293,95.11,48.46,5951.0,62.85,81.27,61.0
407,49011,Utah,Davis,5.75,Best,3,40.99,-112.1115,0,4,347637,32.53,9.85,$80433.00,4179,1.2,2543,0.73,7020,2.02,2870,0.83,33575,9.66,291620,83.89,49.57,2818.0,0.92,80.54,2212.0
408,49049,Utah,Utah,6.5,Best,4,40.1199,-111.6703,0,4,606425,33.88,7.55,$70461.00,3474,0.57,5011,0.83,10576,1.74,5515,0.91,71336,11.76,499950,82.44,49.46,17186.0,3.33,80.33,3296.0
409,49049,Utah,Utah,6.5,Best,4,40.1199,-111.6703,0,4,606425,33.88,7.55,$70461.00,3474,0.57,5011,0.83,10576,1.74,5515,0.91,71336,11.76,499950,82.44,49.46,17186.0,3.33,80.33,3296.0
410,49005,Utah,Cache,7.0,Best,5,41.7224,-111.7436,0,1,124438,30.47,9.2,$55036.00,851,0.68,1275,1.02,3072,2.47,612,0.49,13441,10.8,104172,83.71,49.85,17673.0,15.69,81.72,667.0
411,49013,Utah,Duchesne,22.375,Worst,6,40.2982,-110.4252,0,0,20026,34.36,11.67,$60569.00,60,0.3,903,4.51,98,0.49,63,0.31,1659,8.28,17060,85.19,49.47,12692.0,68.21,76.9,236.0
412,49037,Utah,San Juan,26.25,Worst,7,37.626,-109.8045,0,0,15356,30.66,13.65,$43962.00,48,0.31,7583,49.38,115,0.75,9,0.06,834,5.43,6755,43.99,49.94,11482.0,77.87,77.32,192.0
413,49007,Utah,Carbon,21.125,Worst,8,39.6481,-110.5887,0,0,20295,26.39,16.95,$47627.00,115,0.57,297,1.46,132,0.65,49,0.24,2663,13.12,16889,83.22,50.51,7216.0,33.71,74.89,330.0
414,49017,Utah,Garfield,20.25,Worst,9,37.8549,-111.4431,0,0,5078,23.36,22.82,$50945.00,26,0.51,131,2.58,77,1.52,20,0.39,302,5.95,4486,88.34,47.62,5172.0,100.0,79.28,60.0
415,49047,Utah,Uintah,22.0,Worst,10,40.1248,-109.5186,0,0,35150,33.26,10.61,$57355.00,140,0.4,2795,7.95,195,0.55,148,0.42,2899,8.25,28724,81.72,49.48,15267.0,46.85,77.1,356.0
416,50007,Vermont,Chittenden,1.625,Best,1,44.461,-73.0809,1,207,162372,18.0,14.55,$65851.00,3981,2.45,407,0.25,6922,4.26,66,0.04,3806,2.34,143933,88.64,50.94,40680.0,25.99,81.56,1396.0
417,50001,Vermont,Addison,2.125,Best,2,44.0309,-73.1408,0,80,36776,17.26,19.15,$59467.00,414,1.13,91,0.25,665,1.81,7,0.02,846,2.3,34131,92.81,50.0,28879.0,78.43,82.0,330.0
418,50023,Vermont,Washington,3.75,Best,3,44.2734,-72.6149,1,62,58290,19.06,19.04,$62203.00,526,0.9,171,0.29,517,0.89,21,0.04,1141,1.96,54953,94.28,50.58,31437.0,52.81,79.92,681.0
419,50013,Vermont,Grand Isle,5.25,Best,4,44.7968,-73.2949,0,26,6998,18.35,20.29,$61971.00,45,0.64,94,1.34,30,0.43,7,0.1,149,2.13,6491,92.76,49.8,6970.0,100.0,78.97,100.0
420,50015,Vermont,Lamoille,6.0,Best,5,44.6058,-72.6414,1,21,25337,20.58,16.69,$56965.00,228,0.9,107,0.42,186,0.73,12,0.05,471,1.86,23916,94.39,49.98,24475.0,100.0,80.21,266.0
421,50021,Vermont,Rutland,9.375,Worst,6,43.5801,-73.0366,1,184,59087,17.84,21.4,$53492.00,357,0.6,170,0.29,584,0.99,16,0.03,900,1.52,56290,95.27,50.63,37610.0,61.01,78.18,869.0
422,50005,Vermont,Caledonia,10.125,Worst,7,44.4647,-72.1022,1,22,30164,19.55,20.13,$46299.00,208,0.69,156,0.52,289,0.96,4,0.01,491,1.63,28596,94.8,49.91,23230.0,74.39,78.49,389.0
423,50003,Vermont,Bennington,10.375,Worst,8,43.0354,-73.093,0,83,35594,19.03,22.28,$52770.00,392,1.1,110,0.31,378,1.06,19,0.05,697,1.96,33554,94.27,51.23,23950.0,64.51,78.48,503.0
424,50009,Vermont,Essex,11.75,Worst,9,44.728,-71.7362,1,0,6230,17.83,25.26,$40288.00,39,0.63,34,0.55,39,0.63,0,0.0,92,1.48,5937,95.3,49.71,6306.0,100.0,75.4,112.0
425,50019,Vermont,Orleans,12.375,Worst,10,44.8288,-72.2437,1,0,26841,19.48,22.02,$44070.00,186,0.69,152,0.57,119,0.44,9,0.03,384,1.43,25570,95.26,49.68,23227.0,85.3,77.69,400.0
426,51059,Virginia,Fairfax,6.375,Best,1,38.8368,-77.277,0,113,1148433,23.43,13.07,$117989.00,111436,9.7,6507,0.57,229809,20.01,965,0.08,186590,16.25,583022,50.77,50.44,15079.0,1.39,85.09,6283.0
427,51013,Virginia,Arlington,6.5,Best,2,38.8786,-77.1011,0,12,234965,17.86,10.31,$114705.00,21072,8.97,1568,0.67,25455,10.83,301,0.13,36737,15.64,145067,61.74,50.12,0.0,0.0,84.57,1114.0
428,51199,Virginia,York,10.375,Best,4,37.2432,-76.5636,0,1,67739,23.85,15.6,$85292.00,8894,13.13,356,0.53,3941,5.82,178,0.26,4410,6.51,48102,71.01,50.85,3993.0,6.1,83.29,511.0
429,51003,Virginia,Albemarle,12.75,Best,5,38.0229,-78.5567,1,20,107702,20.09,17.78,$77591.00,10278,9.54,433,0.4,5778,5.36,101,0.09,6293,5.84,82691,76.78,52.18,44559.0,45.02,83.13,808.0
430,51025,Virginia,Brunswick,121.75,Worst,6,36.7648,-77.859,0,0,16244,17.35,20.89,$42569.00,8838,54.41,52,0.32,109,0.67,10,0.06,384,2.36,6705,41.28,47.53,13164.0,75.51,74.59,327.0
431,51027,Virginia,Buchanan,124.375,Worst,9,37.2666,-82.036,0,0,21514,17.61,21.76,$32993.00,598,2.78,29,0.13,91,0.42,2,0.01,155,0.72,20510,95.33,49.53,24098.0,100.0,72.43,554.0
432,53033,Washington,King,2.5,Best,1,47.4902,-121.8052,0,18,2188649,20.44,12.97,$89519.00,140666,6.43,22341,1.02,399255,18.24,18882,0.86,212412,9.71,1314090,60.04,49.89,61938.0,3.21,82.32,16380.0
433,53055,Washington,San Juan,3.625,Best,2,48.5782,-122.965,0,0,16715,13.1,32.72,$59538.00,97,0.58,160,0.96,244,1.46,26,0.16,1064,6.37,14823,88.68,51.73,15769.0,100.0,84.23,165.0
434,53035,Washington,Kitsap,6.75,Best,3,47.6132,-122.6717,0,2,266414,20.62,17.3,$72795.00,7424,2.79,4683,1.76,14470,5.43,2568,0.96,20712,7.77,204200,76.65,48.87,42044.0,16.74,80.08,2847.0
435,53061,Washington,Snohomish,7.5,Best,4,48.0475,-121.6975,0,5,801633,22.73,13.04,$82405.00,25636,3.2,12717,1.59,89216,11.13,5229,0.65,81809,10.21,559950,69.85,49.83,77179.0,10.82,80.28,7379.0
436,53029,Washington,Island,8.625,Best,5,48.163,-122.5481,0,0,83159,18.31,23.82,$63529.00,2302,2.77,882,1.06,4169,5.01,397,0.48,6534,7.86,65886,79.23,50.09,36816.0,46.9,81.65,900.0
437,53047,Washington,Okanogan,34.0,Worst,6,48.5488,-119.7408,0,0,41742,23.23,21.18,$44819.00,297,0.71,5412,12.97,488,1.17,114,0.27,8364,20.04,27137,65.01,49.62,32891.0,79.99,78.16,626.0
438,53019,Washington,Ferry,34.75,Worst,7,48.4703,-118.5166,0,0,7594,17.29,26.3,$43665.00,47,0.62,1302,17.15,74,0.97,23,0.3,346,4.56,5535,72.89,48.67,7551.0,100.0,77.45,124.0
439,53051,Washington,Pend Oreille,31.625,Worst,8,48.5323,-117.274,0,0,13354,19.19,25.33,$48574.00,89,0.67,531,3.98,116,0.87,24,0.18,532,3.98,11815,88.48,48.88,10805.0,83.11,77.84,220.0
440,53045,Washington,Mason,31.0,Worst,9,47.3484,-123.1927,1,0,63710,19.37,22.59,$55030.00,772,1.21,2980,4.68,851,1.34,290,0.46,6300,9.89,51351,80.6,48.29,38663.0,63.7,78.42,969.0
441,53077,Washington,Yakima,33.0,Worst,10,46.4571,-120.7384,0,1,250193,29.74,13.45,$47573.00,2047,0.82,16119,6.44,3779,1.51,667,0.27,123693,49.44,108041,43.18,49.95,57206.0,23.52,78.18,2742.0
442,54061,West Virginia,Monongalia,4.75,Best,1,39.6303,-80.0466,0,63,105030,16.32,12.1,$50621.00,3946,3.76,192,0.18,3618,3.44,56,0.05,2284,2.17,92662,88.22,48.51,25839.0,26.86,78.82,994.0
443,54079,West Virginia,Putnam,5.25,Best,2,38.5086,-81.909,0,4,56792,22.66,17.79,$59815.00,608,1.07,139,0.24,451,0.79,20,0.04,639,1.13,54291,95.6,50.69,19855.0,35.78,76.9,830.0
444,54037,West Virginia,Jefferson,9.375,Best,3,39.3076,-77.8628,0,41,56338,22.57,15.69,$70203.00,3433,6.09,198,0.35,949,1.68,42,0.07,3200,5.68,47215,83.81,50.36,25879.0,48.37,77.88,789.0
445,54057,West Virginia,Mineral,9.875,Best,4,39.4147,-78.9438,0,13,27222,20.15,21.16,$45144.00,779,2.86,55,0.2,167,0.61,2,0.01,248,0.91,25586,93.99,50.1,18223.0,64.59,76.68,443.0
446,54069,West Virginia,Ohio,10.875,Best,5,40.0969,-80.6189,0,10,42035,19.22,21.22,$47818.00,1493,3.55,74,0.18,333,0.79,11,0.03,463,1.1,38831,92.38,51.78,10263.0,23.09,76.26,705.0
447,54005,West Virginia,Boone,48.75,Worst,6,38.023,-81.7112,1,9,22349,21.53,19.05,$38584.00,151,0.68,36,0.16,30,0.13,1,0.0,146,0.65,21834,97.7,50.28,20050.0,81.41,72.12,540.0
448,54045,West Virginia,Logan,49.25,Worst,7,37.8315,-81.9353,0,0,32925,20.43,19.83,$34925.00,626,1.9,45,0.14,94,0.29,2,0.01,306,0.93,31572,95.89,50.78,25996.0,70.75,69.87,1008.0
449,54109,West Virginia,Wyoming,50.125,Worst,8,37.6096,-81.5492,0,1,21210,20.67,20.11,$34603.00,142,0.67,40,0.19,31,0.15,1,0.0,149,0.7,20607,97.16,50.7,21151.0,88.88,71.58,582.0
450,54059,West Virginia,Mingo,51.75,Worst,9,37.7264,-82.1347,0,26,24127,22.27,18.15,$30880.00,442,1.83,25,0.1,62,0.26,3,0.01,161,0.67,23166,96.02,50.98,24085.0,89.74,70.89,642.0
451,54047,West Virginia,McDowell,53.5,Worst,10,37.3785,-81.6536,0,0,18456,20.48,20.95,$26491.00,1551,8.4,40,0.22,22,0.12,6,0.03,227,1.23,16384,88.77,51.19,19015.0,85.99,68.99,610.0
452,55089,Wisconsin,Ozaukee,9.75,Best,1,43.384,-87.9509,0,9,88429,21.4,19.23,$85098.00,1326,1.5,286,0.32,2207,2.5,29,0.03,2604,2.94,80949,91.54,50.74,21501.0,24.89,81.98,748.0
453,55131,Wisconsin,Washington,11.25,Best,2,43.3685,-88.2307,1,27,135101,22.22,17.47,$76551.00,1549,1.15,513,0.38,1877,1.39,60,0.04,4429,3.28,125463,92.87,50.25,40601.0,30.78,81.11,1195.0
454,55015,Wisconsin,Calumet,11.375,Best,3,44.0816,-88.2181,0,14,50067,24.26,14.64,$72309.00,323,0.65,288,0.58,1172,2.34,27,0.05,2209,4.41,45525,90.93,49.72,13484.0,27.53,81.13,386.0
455,55133,Wisconsin,Waukesha,11.875,Best,4,43.0182,-88.3045,1,155,400621,21.73,18.07,$82627.00,6090,1.52,1264,0.32,14794,3.69,208,0.05,19059,4.76,354666,88.53,50.84,38445.0,9.86,81.75,3387.0
456,55109,Wisconsin,St. Croix,14.25,Best,5,45.0341,-92.4528,1,18,88703,25.19,13.6,$82253.00,685,0.77,398,0.45,1019,1.15,33,0.04,2128,2.4,83329,93.94,50.05,44845.0,53.17,80.72,709.0
457,55079,Wisconsin,Milwaukee,67.625,Worst,6,43.0072,-87.9668,0,72,952085,24.01,13.24,$47795.00,249609,26.22,9220,0.97,42112,4.42,403,0.04,144176,15.14,489857,51.45,51.59,1820.0,0.19,77.14,12081.0
458,55078,Wisconsin,Menominee,64.875,Worst,7,45.0044,-88.71,1,9,4615,34.19,12.74,$36936.00,37,0.8,3801,82.36,118,2.56,0,0.0,258,5.59,520,11.27,50.21,4232.0,100.0,70.27,99.0
459,55001,Wisconsin,Adams,61.375,Worst,8,43.9695,-89.7704,0,45,19973,14.36,28.83,$44767.00,564,2.82,229,1.15,104,0.52,12,0.06,790,3.96,18140,90.82,46.44,20875.0,100.0,78.75,351.0
460,55105,Wisconsin,Rock,61.25,Worst,9,42.6712,-89.0716,0,11,162309,23.37,16.12,$55905.00,7873,4.85,874,0.54,2113,1.3,103,0.06,14347,8.84,134308,82.75,50.79,32734.0,20.42,78.52,1927.0
461,55059,Wisconsin,Kenosha,61.75,Worst,10,42.5769,-88.0424,1,26,168521,23.17,13.71,$61312.00,11528,6.84,1226,0.73,2782,1.65,168,0.1,22191,13.17,127906,75.9,50.51,17846.0,10.72,78.23,1929.0
462,56039,Wyoming,Teton,2.75,Best,1,43.9347,-110.5898,0,0,23265,18.8,14.4,$90145.00,124,0.53,211,0.91,286,1.23,31,0.13,3486,14.98,19008,81.7,48.1,9887.0,46.43,87.44,124.0
463,56011,Wyoming,Crook,4.375,Best,2,44.5885,-104.5699,0,0,7410,24.76,19.66,$61664.00,88,1.19,77,1.04,20,0.27,2,0.03,172,2.32,6974,94.12,48.58,7083.0,100.0,81.71,89.0
464,56029,Wyoming,Park,6.125,Best,3,44.5205,-109.5879,0,0,29568,20.73,22.24,$57619.00,216,0.73,268,0.91,254,0.86,18,0.06,1770,5.99,26771,90.54,50.12,12478.0,44.24,80.64,350.0
465,56035,Wyoming,Sublette,6.75,Best,4,42.7669,-109.9147,0,0,9799,22.94,18.32,$74811.00,78,0.8,109,1.11,103,1.05,4,0.04,708,7.23,8728,89.07,46.1,10247.0,100.0,84.26,84.0
466,56023,Wyoming,Lincoln,7.375,Best,5,42.2639,-110.656,0,0,19265,26.85,16.62,$65137.00,95,0.49,196,1.02,94,0.49,9,0.05,912,4.73,17820,92.5,49.07,14979.0,82.73,80.87,183.0
467,56007,Wyoming,Carbon,17.375,Worst,6,41.6944,-106.9307,0,0,15303,23.37,16.24,$60634.00,178,1.16,259,1.69,158,1.03,14,0.09,2842,18.57,11760,76.85,46.33,6613.0,41.63,76.36,240.0
468,56003,Wyoming,Big Horn,17.375,Worst,7,44.5267,-107.9952,0,0,11906,25.31,20.5,$50380.00,65,0.55,171,1.44,53,0.45,2,0.02,1054,8.85,10493,88.13,49.92,11668.0,100.0,77.4,185.0
469,56037,Wyoming,Sweetwater,18.25,Worst,8,41.6595,-108.8796,0,0,43534,26.52,11.38,$75590.00,475,1.09,668,1.53,363,0.83,62,0.14,7074,16.25,34548,79.36,48.45,4782.0,10.92,77.84,495.0
470,56041,Wyoming,Uinta,18.5,Worst,9,41.2876,-110.5476,0,0,20495,29.21,13.19,$67404.00,140,0.68,286,1.4,101,0.49,36,0.18,1878,9.16,17928,87.47,49.57,9101.0,43.1,78.4,262.0
471,56013,Wyoming,Fremont,22.25,Worst,10,43.0405,-108.6305,0,1,39803,25.5,17.71,$50134.00,180,0.45,8671,21.78,182,0.46,26,0.07,2703,6.79,27855,69.98,49.81,20633.0,51.42,74.98,664.0
